Utterance,Sentiment,cleanText,prediction
你现在是第15名是吧,neutral,你 现在 是 第15 名 是 吧,"{'label': 'positive', 'score': 0.4570861756801605}"
对,neutral,对,"{'label': 'neutral', 'score': 0.6015540957450867}"
小雪现在是第7名是吧,neutral,小雪 现在 是 第7 名 是 吧,"{'label': 'negative', 'score': 0.8815488219261169}"
对,neutral,对,"{'label': 'neutral', 'score': 0.6015540957450867}"
你怎样才能超过小雪成为咱们家的一哥,neutral,你 怎样 才能 超过 小雪 成为 咱们 家 的 一哥,"{'label': 'negative', 'score': 0.8808594942092896}"
嗯 怎么成为啊,neutral,嗯 怎么 成为 啊,"{'label': 'neutral', 'score': 0.6524239182472229}"
嗨 真笨,negative,嗨 真 笨,"{'label': 'negative', 'score': 0.899005651473999}"
您这智商也就15名了,negative,您 这 智商 也 就 15 名 了,"{'label': 'negative', 'score': 0.6913067102432251}"
总比某些人得36名强,neutral,总 比 某些 人 得 36 名 强,"{'label': 'negative', 'score': 0.752032458782196}"
你想想只要你保持原地不动,neutral,你 想想 只要 你 保持 原地 不 动,"{'label': 'neutral', 'score': 0.6684402227401733}"
第15名有人他退步了,neutral,第15 名 有人 他 退步 了,"{'label': 'negative', 'score': 0.9000165462493896}"
而且退得很大,neutral,而且 退 得 很 大,"{'label': 'negative', 'score': 0.5615342855453491}"
你不就很有可能成为咱们家的老大 一哥吗,neutral,你 不 就 很 有 可能 成为 咱们 家 的 老大 一哥 吗,"{'label': 'positive', 'score': 0.45602014660835266}"
怎么才能让小雪退步,neutral,怎么 才能 让 小雪 退步,"{'label': 'negative', 'score': 0.9536290168762207}"
我跟你讲,neutral,我 跟 你 讲,"{'label': 'negative', 'score': 0.6018381118774414}"
让一个人进步得高分,neutral,让 一个 人 进步 得 高 分,"{'label': 'neutral', 'score': 0.6258418560028076}"
但是让一个人退步,neutral,但是 让 一个 人 退步,"{'label': 'negative', 'score': 0.6966118216514587}"
办法多多,neutral,办法 多多,"{'label': 'neutral', 'score': 0.5092488527297974}"
有什么办法,positive,有 什么 办法,"{'label': 'negative', 'score': 0.8934894800186157}"
至于什么办法,positive,至于 什么 办法,"{'label': 'negative', 'score': 0.7100154757499695}"
你现在没有必要知道,positive,你 现在 没有 必要 知道,"{'label': 'negative', 'score': 0.6557421684265137}"
你的任务就是好好学习,positive,你 的 任务 就是 好好 学习,"{'label': 'neutral', 'score': 0.6553124189376831}"
听见没有,positive,听见 没有,"{'label': 'negative', 'score': 0.8835775852203369}"
认真学习,neutral,认真 学习,"{'label': 'neutral', 'score': 0.7020778059959412}"
听见没有,neutral,听见 没有,"{'label': 'negative', 'score': 0.8835775852203369}"
保持原地不动,neutral,保持 原地 不 动,"{'label': 'neutral', 'score': 0.9420899152755737}"
听见没有,neutral,听见 没有,"{'label': 'negative', 'score': 0.8835775852203369}"
保证啊,negative,保证 啊,"{'label': 'positive', 'score': 0.4681932330131531}"
嗯,neutral,嗯,"{'label': 'neutral', 'score': 0.5149846076965332}"
听话啊,negative,听话 啊,"{'label': 'neutral', 'score': 0.5897189378738403}"
听,neutral,听,"{'label': 'negative', 'score': 0.43991753458976746}"
学啊,negative,学 啊,"{'label': 'negative', 'score': 0.47422030568122864}"
学着呢,neutral,学着 呢,"{'label': 'neutral', 'score': 0.5375704765319824}"
小雪 JJ,positive,小雪 JJ,"{'label': 'positive', 'score': 0.39498522877693176}"
JJ,positive,JJ,"{'label': 'positive', 'score': 0.5457102060317993}"
你说什么呢,negative,你 说 什么 呢,"{'label': 'negative', 'score': 0.6889871954917908}"
JJ 林俊杰的最新专辑,positive,JJ 林俊杰 的 最新 专辑,"{'label': 'neutral', 'score': 0.7865904569625854}"
给我看给我看 我正找这张盘,positive,给 我 看 给 我 看 我 正 找 这 张 盘,"{'label': 'positive', 'score': 0.6131473183631897}"
怎么只有盘没盘盒啊,negative,怎么 只有 盘 没 盘盒 啊,"{'label': 'negative', 'score': 0.4841729402542114}"
哎 这不是我从我们班同学那抢过来的吗,positive,哎 这不 是 我 从 我们 班 同学 那 抢 过来 的 吗,"{'label': 'positive', 'score': 0.5826499462127686}"
所以没盘盒,positive,所以 没 盘 盒,"{'label': 'neutral', 'score': 0.7857822179794312}"
看不看,positive,看 不 看,"{'label': 'negative', 'score': 0.44815942645072937}"
走吧 看看去 快快快,positive,走 吧 看看 去 快快 快,"{'label': 'negative', 'score': 0.5357064008712769}"
可是我这作业还没写完,negative,可是 我 这 作业 还 没 写 完,"{'label': 'negative', 'score': 0.8989750742912292}"
作业什么时候不能写啊,negative,作业 什么 时候 不 能 写 啊,"{'label': 'negative', 'score': 0.8115246891975403}"
这可是上我班同学借的,neutral,这 可是 上 我 班 同学 借 的,"{'label': 'neutral', 'score': 0.5931460857391357}"
一会又给还回去,neutral,一会 又 给 还 回去,"{'label': 'negative', 'score': 0.6443983912467957}"
不看来不及了,neutral,不 看来 不及 了,"{'label': 'negative', 'score': 0.7980408668518066}"
快点,neutral,快点,"{'label': 'negative', 'score': 0.7862791419029236}"
要不然等我写完作业再看,positive,要不然 等 我 写完 作业 再 看,"{'label': 'neutral', 'score': 0.5706081986427307}"
那我可先看了,neutral,那 我 可 先 看 了,"{'label': 'neutral', 'score': 0.7949605584144592}"
行,negative,行,"{'label': 'negative', 'score': 0.4405975937843323}"
你先看,negative,你 先 看,"{'label': 'neutral', 'score': 0.6296678781509399}"
你真不看啊,negative,你 真 不 看 啊,"{'label': 'negative', 'score': 0.67301344871521}"
你不是最喜欢林俊杰了吗,negative,你 不是 最 喜欢 林俊杰 了 吗,"{'label': 'neutral', 'score': 0.33740562200546265}"
我说了我不看出去,negative,我 说 了 我 不 看 出去,"{'label': 'negative', 'score': 0.6550660133361816}"
这可是JJ啊,negative,这 可是 JJ 啊,"{'label': 'neutral', 'score': 0.7353360056877136}"
J什么啊 我不看 J什么我都不看,negative,J 什么 啊 我 不 看 J 什么 我 都 不 看,"{'label': 'negative', 'score': 0.6404513120651245}"
讨厌出去,negative,讨厌 出去,"{'label': 'negative', 'score': 0.6449795961380005}"
会当凌绝顶,neutral,会 当凌 绝顶,"{'label': 'negative', 'score': 0.8575009703636169}"
一看众山低 对吗,neutral,一 看 众山 低 对 吗,"{'label': 'negative', 'score': 0.737602710723877}"
一览众山小,negative,一览 众山 小,"{'label': 'positive', 'score': 0.6081767678260803}"
谢谢,neutral,谢谢,"{'label': 'positive', 'score': 0.4767148494720459}"
怎么又背错了,negative,怎么 又 背错 了,"{'label': 'negative', 'score': 0.8244922161102295}"
一览众山小的上一句是什么,neutral,一览 众山 小 的 上 一 句 是 什么,"{'label': 'positive', 'score': 0.41294005513191223}"
会当凌绝顶,negative,会 当凌 绝顶,"{'label': 'negative', 'score': 0.8575009703636169}"
你手里不是有书吗,negative,你 手里 不是 有 书 吗,"{'label': 'neutral', 'score': 0.539763867855072}"
对啊,negative,对 啊,"{'label': 'neutral', 'score': 0.6041277647018433}"
这首诗是谁写的来着,positive,这 首 诗 是 谁 写 的 来着,"{'label': 'neutral', 'score': 0.48915722966194153}"
杜甫,negative,杜甫,"{'label': 'negative', 'score': 0.5412601828575134}"
麻烦你出去啊,negative,麻烦 你 出去 啊,"{'label': 'neutral', 'score': 0.643017053604126}"
再问最后一个问题,neutral,再 问 最后 一个 问题,"{'label': 'negative', 'score': 0.5512492060661316}"
这杜甫是哪个朝代的,neutral,这 杜甫 是 哪个 朝代 的,"{'label': 'positive', 'score': 0.45284295082092285}"
唐朝的 出去,negative,唐朝 的 出去,"{'label': 'neutral', 'score': 0.9203984141349792}"
那他们家有几个孩子啊,neutral,那 他们 家 有 几 个 孩子 啊,"{'label': 'neutral', 'score': 0.7882019281387329}"
谁知道啊,negative,谁 知道 啊,"{'label': 'negative', 'score': 0.5468913912773132}"
那他写过多少首诗啊,neutral,那 他 写 过 多少 首 诗 啊,"{'label': 'neutral', 'score': 0.6557727456092834}"
自己数去,negative,自己 数 去,"{'label': 'neutral', 'score': 0.49519944190979004}"
那,neutral,那,"{'label': 'negative', 'score': 0.48410966992378235}"
再问最后一个问题 一览众山小的上一句是什么,neutral,再 问 最后 一个 问题 一览 众山 小 的 上 一 句 是 什么,"{'label': 'neutral', 'score': 0.49714064598083496}"
不知道,negative,不 知道,"{'label': 'negative', 'score': 0.5363262295722961}"
夏雪17名,negative,夏雪 17 名,"{'label': 'negative', 'score': 0.523794412612915}"
比上周退了11位,negative,比 上周 退 了 11 位,"{'label': 'neutral', 'score': 0.8105440139770508}"
怎么回事,negative,怎么 回 事,"{'label': 'negative', 'score': 0.7091586589813232}"
小雪 你怎么一下下滑这么快 怎么回事,negative,小雪 你 怎么 一下 下滑 这么 快 怎么 回 事,"{'label': 'negative', 'score': 0.9286849498748779}"
小雪 跟你说话,negative,小雪 跟 你 说话,"{'label': 'negative', 'score': 0.7982625961303711}"
干嘛呢,negative,干嘛 呢,"{'label': 'negative', 'score': 0.45076122879981995}"
什么,negative,什么,"{'label': 'negative', 'score': 0.48832687735557556}"
什么呀 问你话怎么回事,negative,什么 呀 问 你 话 怎么 回 事,"{'label': 'negative', 'score': 0.8410801291465759}"
你这周怎么下滑这么快,negative,你 这 周 怎么 下滑 这么 快,"{'label': 'negative', 'score': 0.9418926239013672}"
怎么搞的,negative,怎么 搞 的,"{'label': 'negative', 'score': 0.6725137829780579}"
作业太多了,negative,作业 太 多 了,"{'label': 'neutral', 'score': 0.5181784629821777}"
你这可不是理由,negative,你 这 可不 是 理由,"{'label': 'neutral', 'score': 0.5276257395744324}"
你哪周作业不多,negative,你 哪 周 作业 不 多,"{'label': 'neutral', 'score': 0.8512783050537109}"
哪天作业不多,negative,哪天 作业 不 多,"{'label': 'neutral', 'score': 0.5701124668121338}"
精神不集中,negative,精神 不 集中,"{'label': 'negative', 'score': 0.5784320831298828}"
我看得出来,negative,我 看 得 出来,"{'label': 'neutral', 'score': 0.8081236481666565}"
你看看我现在宣布排名呢,negative,你 看看 我 现在 宣布 排名 呢,"{'label': 'negative', 'score': 0.45111727714538574}"
你瞧你困得直打哈欠,negative,你 瞧 你 困得 直打哈欠,"{'label': 'positive', 'score': 0.49687036871910095}"
怎么你晚上都干嘛啊你,negative,怎么 你 晚上 都 干嘛 啊 你,"{'label': 'negative', 'score': 0.8653356432914734}"
我失眠,negative,我 失眠,"{'label': 'negative', 'score': 0.9025668501853943}"
失眠 你小小年纪失什么眠啊,negative,失眠 你 小小年 纪失 什么 眠 啊,"{'label': 'negative', 'score': 0.8505597114562988}"
我做噩梦,negative,我 做 噩梦,"{'label': 'negative', 'score': 0.9238183498382568}"
做什么噩梦,negative,做 什么 噩梦,"{'label': 'negative', 'score': 0.8859416246414185}"
什么背后啊背后,negative,什么 背后 啊 背后,"{'label': 'neutral', 'score': 0.6455438733100891}"
什么背后啊,negative,什么 背后 啊,"{'label': 'neutral', 'score': 0.4987609088420868}"
哟 刷碗呢,positive,哟 刷碗 呢,"{'label': 'negative', 'score': 0.4380439519882202}"
用不用我帮帮你啊 ,positive,用 不用 我 帮帮 你 啊,"{'label': 'negative', 'score': 0.5596243143081665}"
用不着 就你那15名啊,negative,用 不 着 就 你 那 15 名 啊,"{'label': 'negative', 'score': 0.6234650015830994}"
指不定怎么来的呢,negative,指不定 怎么 来 的 呢,"{'label': 'negative', 'score': 0.5795163512229919}"
嫉妒纯粹是嫉妒,positive,嫉妒 纯粹 是 嫉妒,"{'label': 'positive', 'score': 0.560999870300293}"
15名什么了不起的,positive,15 名 什么 了不起 的,"{'label': 'negative', 'score': 0.9408392906188965}"
你忘了上学期我还得过第13名,positive,你 忘 了 上 学期 我 还 得 过 第13 名,"{'label': 'positive', 'score': 0.8823922872543335}"
就得过一次,negative,就 得 过 一 次,"{'label': 'negative', 'score': 0.42603063583374023}"
记得还挺清楚,negative,记得 还 挺 清楚,"{'label': 'neutral', 'score': 0.5732005834579468}"
你还真有脸说,negative,你 还 真 有 脸 说,"{'label': 'negative', 'score': 0.8657782673835754}"
失落感啊,positive,失落感 啊,"{'label': 'negative', 'score': 0.5871864557266235}"
这就叫失落感哪,positive,这就 叫 失落感 哪,"{'label': 'negative', 'score': 0.5814007520675659}"
算了我不刺激你了,neutral,算了 我 不 刺激 你 了,"{'label': 'negative', 'score': 0.6568542122840881}"
你好好刷碗吧,neutral,你 好好 刷碗 吧,"{'label': 'negative', 'score': 0.4949031174182892}"
刷干净点啊,positive,刷 干净点 啊,"{'label': 'neutral', 'score': 0.8200236558914185}"
姐 看书呢,negative,姐 看 书 呢,"{'label': 'neutral', 'score': 0.5388054251670837}"
又有哪句诗不会,negative,又 有 哪 句 诗 不 会,"{'label': 'negative', 'score': 0.48016172647476196}"
我有种上当的感觉,negative,我 有种 上当 的 感觉,"{'label': 'negative', 'score': 0.9315742254257202}"
根本就没这句诗,negative,根本 就 没 这 句 诗,"{'label': 'negative', 'score': 0.8498290181159973}"
按理说这周应该是我得第一,negative,按理说 这 周 应该 是 我 得 第一,"{'label': 'neutral', 'score': 0.5411813259124756}"
怎么成了刘星的呢,negative,怎么 成 了 刘星 的 呢,"{'label': 'negative', 'score': 0.8663349747657776}"
怎么就该你当第一,negative,怎么 就 该 你 当 第一,"{'label': 'negative', 'score': 0.8470314145088196}"
你看上周你第一,negative,你 看上 周 你 第一,"{'label': 'positive', 'score': 0.487332820892334}"
我第二刘星排第三对不对,negative,我 第二 刘 星排 第三 对 不对,"{'label': 'negative', 'score': 0.8347424864768982}"
这一周你让贤了,negative,这 一 周 你 让贤 了,"{'label': 'negative', 'score': 0.5064889788627625}"
我是应该顺理成章成为第一,negative,我 是 应该 顺理成章 成为 第一,"{'label': 'negative', 'score': 0.5769782066345215}"
怎么是刘星的,negative,怎么 是 刘星 的,"{'label': 'negative', 'score': 0.8303120732307434}"
知道上当了吧,negative,知道 上当 了 吧,"{'label': 'negative', 'score': 0.7309263944625854}"
告诉你我已经调查清楚了刘星的排名问题了,positive,告诉 你 我 已经 调查 清楚 了 刘星 的 排名 问题 了,"{'label': 'neutral', 'score': 0.659323513507843}"
又是假的,negative,又 是 假 的,"{'label': 'negative', 'score': 0.7175214886665344}"
这次确实是真的,neutral,这次 确实 是 真的,"{'label': 'negative', 'score': 0.5290001630783081}"
因为上周他们有体育课考试,neutral,因为 上周 他们 有 体育课 考试,"{'label': 'neutral', 'score': 0.8665311932563782}"
他在体育课上占了分,neutral,他 在 体育课 上 占 了 分,"{'label': 'neutral', 'score': 0.42502400279045105}"
怪不得 本来体育就好,negative,怪不得 本来 体育 就 好,"{'label': 'neutral', 'score': 0.5275814533233643}"
这次他算风光了,negative,这次 他 算 风光 了,"{'label': 'negative', 'score': 0.7796480655670166}"
不过下周他没这么好的运气,positive,不过 下周 他 没 这么 好的 运气,"{'label': 'neutral', 'score': 0.5549589395523071}"
姐,positive,姐,"{'label': 'negative', 'score': 0.4292125701904297}"
